job_name,req_mem,req_cpus,req_gpus,req_duration,actual_duration,submission_time,start_time,end_time,ran_on
job701,10000000,1,0,86400,7,1609547974,1609553169,1609553176,computeNode5
job667,10000000,1,0,86400,11,1609547935,1609553167,1609553178,computeNode5
job702,10000000,1,0,86400,7,1609547974,1609553175,1609553182,computeNode5
job700,10000000,1,0,86400,7,1609547974,1609553176,1609553183,computeNode5
job699,10000000,1,0,86400,14,1609547974,1609553170,1609553184,computeNode5
job693,10000000,1,0,86400,15,1609547974,1609553171,1609553186,computeNode5
job705,10000000,1,0,86400,14,1609547974,1609553172,1609553186,computeNode5
job704,10000000,1,0,86400,14,1609547974,1609553174,1609553188,computeNode4
job698,10000000,1,0,86400,14,1609547974,1609553178,1609553192,computeNode5
job692,10000000,1,0,86400,15,1609547974,1609553182,1609553197,computeNode5
job696,10000000,1,0,86400,14,1609547974,1609553183,1609553197,computeNode5
job686,10000000,1,0,86400,15,1609547974,1609553184,1609553199,computeNode5
job690,10000000,1,0,86400,14,1609547974,1609553186,1609553200,computeNode5
job689,10000000,1,0,86400,15,1609547974,1609553186,1609553201,computeNode5
job688,10000000,1,0,86400,15,1609547974,1609553188,1609553203,computeNode4
job691,10000000,1,0,86400,15,1609547974,1609553192,1609553207,computeNode5
job694,10000000,1,0,86400,14,1609547974,1609553197,1609553211,computeNode5
job697,10000000,1,0,86400,14,1609547974,1609553197,1609553211,computeNode5
job703,10000000,1,0,86400,14,1609547974,1609553199,1609553213,computeNode5
job687,10000000,1,0,86400,15,1609547974,1609553200,1609553215,computeNode5
job695,10000000,1,0,86400,15,1609547974,1609553201,1609553216,computeNode5
job48,96000000,8,0,1036800,1036823,1608516427,1608516427,1609553227,computeNode5
job49,280000000,14,0,1036800,1036814,1608516676,1608516676,1609553476,bigMemNode1
job233,8000000,8,0,1296000,4,1609450356,1609553476,1609553480,bigMemNode1
job232,8000000,8,0,1296000,4,1609450356,1609553480,1609553484,bigMemNode1
job231,8000000,8,0,1296000,4,1609450356,1609553484,1609553488,bigMemNode1
job237,8000000,8,0,1296000,4,1609450357,1609553488,1609553492,bigMemNode1
job236,8000000,8,0,1296000,4,1609450357,1609553492,1609553496,bigMemNode1
job235,8000000,8,0,1296000,4,1609450357,1609553496,1609553500,bigMemNode1
job234,8000000,8,0,1296000,4,1609450357,1609553500,1609553504,bigMemNode1
job240,8000000,8,0,1296000,4,1609450358,1609553504,1609553508,bigMemNode1
job239,8000000,8,0,1296000,4,1609450358,1609553508,1609553512,bigMemNode1
job238,8000000,8,0,1296000,4,1609450358,1609553512,1609553516,bigMemNode1
job241,8000000,8,0,1296000,4,1609450360,1609553516,1609553520,bigMemNode1
job246,8000000,8,0,1296000,4,1609450361,1609553520,1609553524,bigMemNode1
job245,8000000,8,0,1296000,4,1609450361,1609553524,1609553528,bigMemNode1
job244,8000000,8,0,1296000,4,1609450361,1609553528,1609553532,bigMemNode1
job243,8000000,8,0,1296000,4,1609450361,1609553532,1609553536,bigMemNode1
job242,8000000,8,0,1296000,4,1609450361,1609553536,1609553540,bigMemNode1
job250,8000000,8,0,1296000,4,1609450362,1609553540,1609553544,bigMemNode1
job249,8000000,8,0,1296000,4,1609450362,1609553544,1609553548,bigMemNode1
job248,8000000,8,0,1296000,4,1609450362,1609553548,1609553552,bigMemNode1
job247,8000000,8,0,1296000,4,1609450362,1609553552,1609553556,bigMemNode1
job251,8000000,8,0,1296000,4,1609450363,1609553556,1609553560,bigMemNode1
job776,1000000,1,0,84600,739,1609550846,1609553047,1609553786,computeNode3
job772,1000000,1,0,84600,262,1609550846,1609553786,1609554048,computeNode3
job787,1000000,1,0,84600,7,1609550846,1609554048,1609554055,computeNode3
job786,1000000,1,0,84600,6,1609550846,1609554055,1609554061,computeNode3
job775,1000000,1,0,84600,106,1609550846,1609554061,1609554167,computeNode3
job393,4000000,1,0,345600,2924,1609539247,1609551545,1609554469,computeNode1
job774,1000000,1,0,84600,463,1609550846,1609554167,1609554630,computeNode3
job778,1000000,1,0,84600,4,1609550846,1609554630,1609554634,computeNode3
job283,256000000,1,0,342000,1396,1609511174,1609553476,1609554872,bigMemNode1
job392,4000000,1,0,345600,4010,1609539246,1609551545,1609555555,computeNode1
job408,4000000,1,0,345600,2193,1609539257,1609553560,1609555753,bigMemNode1
job410,4000000,1,0,345600,2361,1609539259,1609553560,1609555921,bigMemNode1
job398,4000000,1,0,345600,2751,1609539250,1609553211,1609555962,computeNode5
job409,4000000,1,0,345600,2592,1609539258,1609553560,1609556152,bigMemNode1
job405,4000000,1,0,345600,2713,1609539255,1609553476,1609556189,bigMemNode1
job401,4000000,1,0,345600,3161,1609539252,1609553215,1609556376,computeNode5
job403,4000000,1,0,345600,2916,1609539254,1609553476,1609556392,bigMemNode1
job406,4000000,1,0,345600,2954,1609539256,1609553560,1609556514,bigMemNode1
job400,4000000,1,0,345600,3353,1609539252,1609553216,1609556569,computeNode5
job402,4000000,1,0,345600,3190,1609539253,1609553476,1609556666,bigMemNode1
job407,4000000,1,0,345600,3175,1609539256,1609553560,1609556735,bigMemNode1
job762,96000000,4,0,86400,5808,1609550016,1609551002,1609556810,computeNode1
job415,4000000,1,0,345600,2372,1609539262,1609554469,1609556841,computeNode1
job305,32000000,1,0,82800,12980,1609517261,1609543968,1609556948,gpuNode1
job411,4000000,1,0,345600,3503,1609539259,1609553560,1609557063,bigMemNode1
job796,1000000,1,0,84600,4336,1609550846,1609552825,1609557161,computeNode3
